BENS E MATERIAIS PERMANENTES;BENS E EQUIPAMENTOS DE INFORMÁTICA;2024;Janeiro;100;
BENS E MATERIAIS PERMANENTES;BENS E EQUIPAMENTOS HOSPITALARES;2024;Fevereiro;200;
BENS E MATERIAIS PERMANENTES;OUTROS BENS E MATERIAIS PERMANENTES;2024;Março;300;
DESPESAS FINANCEIRAS E BANCÁRIAS;DESPESAS BANCÁRIAS PAGAS;2024;Abril;400;
DESPESAS FINANCEIRAS E BANCÁRIAS;IOF PAGO;2024;Maio;500;
DESPESAS FINANCEIRAS E BANCÁRIAS;JUROS PAGOS;2024;Junho;600;
DIVERSOS;DIVERSOS;2024;Julho;700;Descrição Diversos
GASTOS ADMINISTRATIVOS;COMBUSTÍVEL;2024;Agosto;800;
GASTOS ADMINISTRATIVOS;ESTACIONAMENTO/CONDUÇÃO/TÁXI;2024;Setembro;900;
GASTOS ADMINISTRATIVOS;MATERIAL DE EXPEDIENTE/CORREIO/FOTOCÓPIAS;2024;Outubro;1000;
GASTOS ADMINISTRATIVOS;SEGUROS;2024;Novembro;1100;
GASTOS ADMINISTRATIVOS;VIAGENS (HOTEL/PASSAGENS AÉREAS/PASS.RODOVIÁRIAS);2024;Dezembro;1200;
GÊNEROS ALIMENTÍCIOS;GÊNEROS ALIMENTÍCIOS;2024;1;1300;
LOCAÇÃO;AMBULÂNCIAS;2024;2;1400;
LOCAÇÃO;DIVERSAS;2024;3;1500;
LOCAÇÃO;EQUIPAMENTO DE INFORMÁTICA;2024;4;1600;
LOCAÇÃO;EQUIPAMENTO MÉDICO HOSPITALAR;2024;5;1700;
LOCAÇÃO;IMÓVEL;2024;6;1800;
LOCAÇÃO;LAVANDERIA E ENXOVAL;2024;7;1900;
LOCAÇÃO;SISTEMA DE SOFTWARE;2024;8;2000;
LOCAÇÃO;VEÍCULOS;2024;9;2100;
MANUTENÇÃO;EQUIPAMENTO DE INFORMÁRICA;2024;10;2200;
MANUTENÇÃO;EQUIPAMENTO MÉDICO HOSPITALAR;2024;11;2300;
MANUTENÇÃO;PREDIAL E IMOBILIÁRIO;2024;12;2400;
MANUTENÇÃO;VEÍCULOS;2024;Janeiro;2500;
MATERIAIS;MATERIAL DE HIGIENIZAÇÃO E LIMPEZA/UNIFORMES;2024;Fevereiro;2600;
MATERIAIS;MATERIAL DIDÁTICO;2024;Março;2700;
MATERIAIS;MATERIAL ESPORTIVO;2024;Abril;2800;
MATERIAL MÉDICO E HOSPITALAR;MATERIAL MÉDICO E HOSPITALAR;2024;Maio;2900;
MEDICAMENTOS;MEDICAMENTOS;2024;Junho;3000;
RECURSOS HUMANOS;13º SALÁRIO;2024;Julho;3100;
RECURSOS HUMANOS;APRENDIZES;2024;Agosto;3200;
RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;2024;Setembro;3300;
RECURSOS HUMANOS;AVISO PRÉVIO;2024;Outubro;3400;
RECURSOS HUMANOS;CONTRIBUIÇÃO AO INSS - COTA PATRONAL;2024;Novembro;3500;
RECURSOS HUMANOS;CONTRIBUIÇÃO AO PIS;2024;Dezembro;3600;
RECURSOS HUMANOS;CURSOS/TREINAMENTO/RECICLAGEM;2024;1;3700;
RECURSOS HUMANOS;DIRETORIA (Salários e Ordenados);2024;2;3800;
RECURSOS HUMANOS;ESTAGIÁRIOS;2024;3;3900;
RECURSOS HUMANOS;FÉRIAS;2024;4;4000;
RECURSOS HUMANOS;FGTS;2024;5;4100;
RECURSOS HUMANOS;GRATIFICAÇÕES;2024;6;4200;
RECURSOS HUMANOS;INDENIZAÇÕES;2024;7;4300;
RECURSOS HUMANOS;INSS;2024;8;4400;
RECURSOS HUMANOS;IRRF;2024;9;4500;
RECURSOS HUMANOS;MULTA RESCISÓRIA FGTS;2024;10;4600;
RECURSOS HUMANOS;SALÁRIOS E ORDENADOS (Exceto Diretoria);2024;11;4700;
RECURSOS HUMANOS;VALE ALIMENTAÇÃO;2024;12;4800;
RECURSOS HUMANOS;VALE REFEIÇÃO;2024;Janeiro;4900;
RECURSOS HUMANOS;VALE TRANSPORTE;2024;Fevereiro;5000;
SERVIÇOS DE TERCEIROS;COLETA DE LIXO COMUM;2024;Março;5100;
SERVIÇOS DE TERCEIROS;COLETA DE LIXO HOSPITALAR;2024;Abril;5200;
SERVIÇOS DE TERCEIROS;CONSULTORIA/ASSESSORIA CONTÁBIL;2024;Maio;5300;
SERVIÇOS DE TERCEIROS;CONSULTORIA/ASSESSORIA JURÍDICA;2024;Junho;5400;
SERVIÇOS DE TERCEIROS;LIMPEZA E CONSERVAÇÃO;2024;Julho;5500;
SERVIÇOS DE TERCEIROS;OBRAS/REFORMAS;2024;Agosto;5600;
SERVIÇOS DE TERCEIROS;OUTROS SERVIÇOS DE TERCEIROS PESSOA FÍSICA;2024;Setembro;5700;
SERVIÇOS DE TERCEIROS;OUTROS SERVIÇOS DE TERCEIROS PESSOA JURÍDICA;2024;Outubro;5800;
SERVIÇOS DE TERCEIROS;PUBLICIDADE E PROPAGANDA;2024;Novembro;5900;
SERVIÇOS DE TERCEIROS;SERVIÇO DE APOIO DIAGNÓSTICO TERAPÊUTICO (SADT);2024;Dezembro;6000;
SERVIÇOS DE TERCEIROS;SERVIÇOS DE AUDITORIA;2024;1;6100;
SERVIÇOS DE TERCEIROS;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO (TI);2024;2;6200;
SERVIÇOS DE TERCEIROS;VIGILÂNCIA;2024;3;6300;
SERVIÇOS MÉDICOS;SERVIÇOS MÉDICOS PESSOA FÍSICA;2024;4;6400;
SERVIÇOS MÉDICOS;SERVIÇOS MÉDICOS PESSOA JURÍDICA;2024;5;6500;
UTILIDADES PÚBLICAS;ÁGUA E ESGOTO;2024;6;6600;
UTILIDADES PÚBLICAS;FORÇA E LUZ;2024;7;6700;
UTILIDADES PÚBLICAS;INTERNET/TV A CABO;2024;8;6800;
UTILIDADES PÚBLICAS;TELEFONES;2024;9;6900;
